mfd_date,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,total_purchase_amt,total_redeem_amt,direct_purchase_amt,share_amt,consume_amt,transfer_amt,fea0,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9
2013/9/24,1.3281,4.767,3.6144,4.44,4.8033,6.1089,4.6731,4.22,4.27,4.4,74250859,56680792,73973408,277451,6876331,49804461,-1.2105,0.7475,-0.6998,0.0692,0.3467,-0.1006,0.06,0.0425,0.004,0.004
2013/9/25,1.3895,4.796,3.347,3.916,5.1825,5.856,4.6715,4.22,4.27,4.4,47274168,74838162,46973702,300466,3878952,70959210,-0.9696,0.6922,-0.7005,0.4144,-0.2376,0.0766,0.0419,0.1017,-0.0022,-0.003
2013/9/26,1.4449,4.897,3.112,4.055,5.571,5.435,4.6732,4.22,4.27,4.4,68718693,48467529,68406175,312518,8338252,40129277,-0.9953,0.6247,-0.3488,0.369,-0.5572,0.4951,-0.0608,0.1329,-0.0031,0.0004
2013/9/27,1.3799,4.963,3.1477,3.646,5.6528,5.33,4.6722,4.22,4.27,4.4,42166121,27639603,41868120,298001,3797939,23841664,-0.7968,0.6171,-0.4312,0.5002,-0.8999,0.3686,-0.0503,0.0597,-0.0012,-0.002
2013/9/28,1.3138,4.994,3.1734,3.4848,5.9147,5.3114,4.6729,4.22,4.27,4.4,39995798,58105720,39706452,289346,6761391,51344329,-0.8673,0.6322,-0.416,0.6478,-1.1528,0.3578,-0.0406,-0.018,0.0068,-0.0022
2013/9/29,1.3136,5.026,3.15,3.749,5.778,5.3,4.6732,4.22,4.27,4.4,34433848,40295202,34151131,282717,6378811,33916391,-0.9186,0.5931,-0.3521,0.4728,-0.9439,0.4394,-0.0767,-0.0197,0.0023,0.0045
2013/9/30,1.3162,5.07,3.126,4.203,4.774,5.3,4.6704,4.22,4.27,4.4,28398050,30181353,28118755,279295,9842291,20339062,-0.5584,0.4918,-0.456,-0.1244,-0.1021,0.3501,-0.1247,-0.0324,0.0058,0.0023
2013/10/1,1.3181,5.065,3.0823,4.5241,3.9596,5.2838,4.6679,4.22,4.27,4.4,19137499,12813267,18857154,280345,2004563,10808704,-0.2181,0.4245,-0.5413,-0.572,0.5569,0.2904,-0.1566,-0.0301,0.0041,0.0001
2013/10/2,1.3179,5.026,3.0217,4.6738,3.5641,5.2507,4.6666,4.22,4.27,4.4,11562708,7233874,11272068,290640,2386169,4847705,-0.0179,0.409,-0.5736,-0.7686,0.8838,0.2941,-0.1573,-0.0176,-0.0044,0.0029
2013/10/3,1.3177,4.956,2.9576,4.6954,3.4945,5.2093,4.6662,4.22,4.27,4.4,10101194,6223263,9809448,291746,1502285,4720978,0.058,0.4363,-0.5495,-0.7765,0.9516,0.3447,-0.1494,0,-0.0006,-0.0013
2013/10/4,1.3175,4.922,2.9034,4.632,3.6578,5.1681,4.6665,4.22,4.27,4.4,19907689,23412350,19615445,292244,4280664,19131686,0.0375,0.4615,-0.5096,-0.6634,0.8217,0.4148,-0.1433,0.0032,0.003,0.0012
2013/10/5,1.3173,4.924,2.8724,4.5269,3.961,5.1358,4.6671,4.22,4.27,4.4,26364686,13966453,26074038,290648,1514007,12452446,-0.053,0.4793,-0.4563,-0.4956,0.5768,0.4917,-0.1369,0.0009,-0.0049,0.0028
2013/10/6,1.3111,4.922,2.8779,4.4232,4.3111,5.121,4.6678,4.22,4.27,4.4,38730653,13464528,38442637,288016,2931570,10532958,-0.2008,0.51,-0.3851,-0.3225,0.3044,0.5466,-0.1318,-0.0055,-0.0045,0.0004
2013/10/7,1.3109,4.919,2.9334,4.3642,4.6151,5.1322,4.6684,4.22,4.27,4.4,42797733,28894400,42511148,286585,6620676,22273724,-0.3735,0.5546,-0.3279,-0.1945,0.0933,0.552,-0.117,0.0009,0.0029,-0.0018
2013/10/8,1.4756,5.006,3.052,4.393,4.78,5.178,4.6685,4.22,4.27,4.4,109806912,77856096,109484867,322045,7122908,70733188,-0.5701,0.506,-0.3111,-0.211,-0.0334,0.4972,-0.1491,0.1417,-0.0004,-0.0023
2013/10/9,1.2935,4.992,3.232,4.502,4.816,5.213,4.6682,4.22,4.27,4.4,72422299,33999376,72136946,285353,8883001,25116375,-0.7073,0.6052,-0.2449,-0.2721,0.0101,0.401,-0.1304,-0.0393,-0.0005,-0.0011
2013/10/10,1.3088,4.987,3.328,4.48,4.939,5.1,4.6681,4.22,4.27,4.4,72094613,52244531,71796476,298137,7061370,45183161,-0.7411,0.6537,-0.1374,-0.2932,-0.1464,0.3671,-0.1243,-0.0203,0.0074,-0.0015
2013/10/11,1.3122,4.985,3.1,4.26,4.847,5,4.6679,4.22,4.27,4.4,82674757,27666473,82372594,302163,3564500,24101973,-0.4534,0.5879,-0.2255,-0.1996,-0.2059,0.476,-0.1341,-0.0163,0.0045,0.0034
2013/10/12,1.3082,4.98,3.027,4.246,4.798,4.805,4.6673,4.22,4.27,4.4,81901136,31322983,81593823,307313,6943327,24379656,-0.2888,0.59,-0.137,-0.2652,-0.2526,0.5523,-0.1507,-0.0156,0.0016,-0.0021
2013/10/13,1.308,4.978,3.0631,4.0281,4.8743,4.8289,4.6667,4.22,4.27,4.4,71149981,31850475,70845311,304670,4273577,27576898,-0.246,0.5995,-0.2102,-0.1477,-0.4128,0.4687,-0.1246,-0.0114,0.0017,-0.0047
2013/10/14,1.2777,4.96,3.113,3.855,4.65,4.85,4.6661,4.22,4.27,4.4,130315300,40652625,130020702,294598,7783174,32869451,-0.055,0.6052,-0.3426,-0.1555,-0.3683,0.3033,-0.0996,-0.0398,0.0008,0.0008
2013/10/15,1.3456,4.889,3.117,3.845,3.883,4.713,4.6655,4.22,4.27,4.4,85704304,35099198,85388933,315371,7010950,28088248,0.4799,0.6007,-0.4604,-0.4987,0.0498,0.1305,-0.0787,0.0459,0.0016,0.0016
2013/10/16,1.313,4.899,3.055,3.314,3.357,4.857,4.6654,4.22,4.27,4.4,100948091,51261982,100610077,338014,8108405,43153577,0.9973,0.5014,-0.9047,-0.406,0.1463,-0.1597,-0.0259,0.0145,-0.0037,-0.0005
2013/10/17,1.2908,4.889,3.038,3.35,3.391,4.73,4.6681,4.22,4.27,4.4,87203217,23274764,86867001,336216,5594997,17679767,1.0307,0.5244,-0.8139,-0.4434,0.0989,-0.1055,-0.036,-0.0033,-0.0026,-0.006
2013/10/18,1.2917,4.878,3.001,3.485,3.573,4.613,4.6695,4.22,4.27,4.4,98151450,15938355,97805294,346156,4197983,11740372,0.9292,0.5499,-0.6458,-0.4605,0.0245,0.0434,-0.055,0.0025,-0.0039,0.0027
2013/10/19,1.2859,4.866,3.0507,3.5577,3.6897,4.5966,4.6712,4.22,4.27,4.4,53148443,26684697,52794624,353819,7939723,18744974,0.8182,0.5883,-0.5605,-0.459,-0.0143,0.0607,-0.0482,-0.0027,-0.0021,-0.003
2013/10/20,1.2857,4.854,3.1156,3.5799,3.7201,4.6354,4.674,4.22,4.27,4.4,47766681,50884342,47414924,351757,4669856,46214486,0.7476,0.6165,-0.5532,-0.4593,-0.0144,0.0189,-0.0365,0.005,-0.0016,-0.0062
2013/10/21,1.34,4.888,3.06,3.548,3.67,4.683,4.6775,4.22,4.27,4.4,106030290,45781403,105669458,360832,15776938,30004465,0.7805,0.5503,-0.6299,-0.4496,0.0134,0.0327,-0.0469,0.0405,-0.0013,0
2013/10/22,1.2698,4.846,3.052,3.558,3.6,4.707,4.6813,4.22,4.27,4.4,145611496,96172537,145262654,348842,17065810,79106727,0.8189,0.5775,-0.6409,-0.4454,0.0897,0.0128,-0.0262,-0.0175,-0.0053,-0.0026
2013/10/23,1.273,4.825,3.78,3.992,3.871,4.814,4.6843,4.22,4.27,4.4,106093112,73788462,105727597,365515,12090715,61697747,0.1657,0.8361,-0.3602,-0.7233,0.0879,-0.3734,0.0204,-0.0068,0.0022,-0.0014
2013/10/24,1.2811,4.819,4.088,4.68,4.882,5.4,4.6876,4.2201,4.27,4.4,69530830,58183921,69158484,372346,7363228,50820693,-1.1729,0.9637,-0.1134,-0.4831,0.0412,-0.2363,0.0226,-0.007,0.0008,0.0048
2013/10/25,1.2758,4.811,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4,69936453,52225802,69558797,377656,11129979,41095823,-2.4626,1.0135,-0.3238,0.1377,-0.0516,-0.3405,0.1017,-0.02,0.0088,0.0006
2013/10/26,1.2731,4.804,4.5597,4.9588,6.3304,6.902,4.6943,4.2201,4.27,4.4,55752506,49357211,55373965,378541,4620277,44736934,-3.0776,1.0571,-0.4247,0.4326,-0.127,-0.4505,0.1455,-0.0293,0.0138,0.0072
2013/10/27,1.2729,4.797,4.5865,4.9777,6.4226,6.8216,4.6968,4.2201,4.27,4.4,68007543,46520570,67634331,373212,11575035,34945535,-3.1063,1.0843,-0.3367,0.4199,-0.2029,-0.4169,0.1434,-0.026,0.0131,0.0083
2013/10/28,1.2428,4.743,4.434,4.894,6.396,6.477,4.6975,4.2201,4.27,4.4,129993375,55089464,129632574,360801,12996206,42093258,-2.811,1.1163,-0.1806,0.3783,-0.3346,-0.2677,0.137,-0.0352,0.0056,0.0015
2013/10/29,1.289,4.754,4.446,4.947,6.452,6.162,4.6966,4.22,4.27,4.4,102050144,43052468,101671985,378159,5155539,37896929,-2.72,1.1593,0.0353,0.2366,-0.473,-0.1828,0.1037,0.0032,0.0038,0.0027
2013/10/30,1.2902,4.763,5.23,5.593,6.349,5.924,4.6965,4.2195,4.27,4.4,109663260,63908701,109262475,400785,7047733,56860968,-3.1076,1.4294,0.4946,-0.4491,-0.2918,-0.5609,0.0938,0.0108,0.0128,-0.0013
2013/10/31,1.2965,4.772,4.59,4.993,5.51,5.334,4.6948,4.22,4.27,4.4,90926701,55607833,90518963,407738,9967594,45640239,-1.8123,1.2096,0.291,-0.5458,-0.2535,-0.3608,0.0467,0.0124,0.0046,0.0019
2013/11/1,1.2919,4.781,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4,150904945,66933119,150490888,414057,8910803,58022316,-1.1549,1.0848,0.0718,-0.5478,-0.2049,-0.3413,0.0385,0.0134,0.0102,-0.0019
2013/11/2,1.2911,4.79,4.2294,4.5021,4.7456,5.0042,4.6913,4.2199,4.27,4.4,62132300,26705506,61714348,417952,9215431,17490075,-0.8412,1.0553,0.0388,-0.6616,-0.1473,-0.3668,0.0363,0.0104,0.0067,-0.0019
2013/11/3,1.291,4.8,4.1807,4.4703,4.5558,4.7801,4.6913,4.2199,4.27,4.4,68707870,30895754,68291959,415911,8410792,22484962,-0.5833,1.0462,0.093,-0.7993,-0.1359,-0.3449,0.014,0.011,-0.0015,-0.0018
2013/11/4,1.2888,4.825,4.0971,4.423,4.5,4.605,4.6921,4.22,4.27,4.4,300027403,130970051,299614565,412838,7225760,123744291,-0.4141,1.0156,0.1431,-0.8591,-0.1934,-0.2686,-0.0062,0.0015,-0.0006,0.002
2013/11/5,1.2938,4.828,3.9147,4.232,4.557,4.6155,4.693,4.22,4.27,4.4,180904814,82689864,180478015,426799,12228633,70461231,-0.3001,0.9618,0.0586,-0.6847,-0.2941,-0.1857,-0.008,0.0121,0.0003,0.0019
2013/11/6,1.2917,4.829,3.66,3.866,4.55,4.869,4.6926,4.22,4.27,4.4,181474910,131707820,181014598,460312,19226831,112480989,-0.1627,0.8371,-0.2747,-0.3381,-0.3492,-0.154,0.0241,0.012,0,0.0027
2013/11/7,1.2935,4.827,3.73,3.891,4.552,4.974,4.6933,4.2204,4.27,4.4,167963464,83306452,167495139,468325,13495904,69810548,-0.2549,0.8485,-0.3118,-0.3349,-0.3021,-0.2189,0.029,0.008,0.0047,-0.0026
2013/11/8,1.292,4.827,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4,231749471,92856307,231270156,479315,10129799,82726508,-0.3581,0.8442,-0.3453,-0.313,-0.2534,-0.2443,0.0369,0.0098,0.0046,-0.0012
2013/11/9,1.2891,4.826,3.7709,3.9647,4.6051,5.3086,4.695,4.2199,4.27,4.4,126467028,45885771,125980699,486329,10908069,34977702,-0.5101,0.8227,-0.4611,-0.2211,-0.1658,-0.278,0.0586,0.0069,0.0004,0
2013/11/10,1.2889,4.825,3.7413,3.9359,4.5805,5.4656,4.6954,4.2199,4.27,4.4,164813471,85293644,164328004,485467,21808380,63485264,-0.5478,0.7911,-0.5814,-0.1457,-0.096,-0.3055,0.0685,0.0042,0.0042,-0.0015
2013/11/11,1.4962,4.938,3.6,3.78,4.458,5.269,4.6962,4.22,4.27,4.4,147986439,227124951,147425452,560987,180655486,46469465,-0.2832,0.6448,-0.6155,-0.2214,-0.2116,-0.2423,0.0089,0.1819,0.0013,-0.004
2013/11/12,1.4577,5.028,3.329,3.545,4.305,4.865,4.6978,4.22,4.27,4.4,148469647,131263524,147913613,556034,12308127,118955397,0.2068,0.5382,-0.5561,-0.2892,-0.3895,-0.0656,-0.0587,0.1213,-0.0021,-0.0008
2013/11/13,1.4097,5.093,3.336,3.635,4.359,5.251,4.699,4.22,4.27,4.4,174554976,79121440,174000238,554738,14898738,64222702,-0.0824,0.4608,-0.7528,-0.17,-0.2327,-0.1012,-0.0557,0.0582,-0.0031,-0.0052
2013/11/14,1.3294,5.112,4.188,4.193,4.485,5.325,4.6997,4.2202,4.27,4.4,167996058,52554150,167462695,533363,8088009,44466141,-0.7413,0.7358,-0.4248,-0.6302,-0.1193,-0.5776,-0.0312,-0.0243,0.0083,0.0032
2013/11/15,1.4738,5.212,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4,124270704,58210254,123661256,609448,9874031,48336223,-2.5561,0.7963,0.0444,-0.4194,-0.1858,-0.176,-0.1028,0.076,0.0099,0.0019
2013/11/16,1.3102,5.224,4.6079,5.8936,6.7708,6.4408,4.7095,4.2209,4.27,4.4,118085705,28996272,117530834,554871,7299663,21696609,-3.6503,0.8935,0.253,-0.1653,-0.2099,0.0323,-0.0976,-0.0943,0.0144,0.002
2013/11/17,1.31,5.235,4.705,5.8295,6.7618,6.5741,4.7098,4.2208,4.27,4.4,111786622,42358155,111233475,553147,10008509,32349646,-3.7159,0.8975,0.1567,-0.1259,-0.2062,-0.1011,-0.0857,-0.0972,0.018,0.0043
2013/11/18,1.321,5.139,4.513,5.357,6.198,6.405,4.7095,4.2206,4.27,4.4,195766477,136916782,195210552,555925,14312742,122604040,-2.9901,0.8577,-0.087,-0.1123,-0.1327,-0.2208,-0.0327,-0.06,0.0127,0.0049
2013/11/19,1.3377,5.073,4.075,4.83,5.532,6.121,4.71,4.2206,4.27,4.4,131365419,70308235,130801756,563663,14639949,55668286,-2.0474,0.7271,-0.3572,-0.0949,-0.0458,-0.1582,-0.0152,-0.0164,0.0123,0.0007
2013/11/20,1.3352,5.033,4.057,4.751,5.43,6.179,4.7092,4.2207,4.27,4.4,166163002,86951218,165560984,602018,13264281,73686937,-1.9583,0.7356,-0.4497,-0.0584,0.0167,-0.2029,0.0048,-0.0156,0.0108,0.0041
2013/11/21,1.3442,5.041,3.889,4.708,5.599,6.283,4.711,4.2207,4.27,4.4,221166938,74733962,220554500,612438,8839246,65894716,-2.0392,0.6781,-0.5015,0.1227,-0.0506,-0.0632,0.0019,-0.0121,0.0066,0.0007
2013/11/22,1.3502,4.973,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4,128528687,82717921,127901717,626970,20387183,62330738,-2.2867,0.7416,-0.4326,0.2865,-0.1496,0.0069,0.026,0.0159,0.0125,0.0052
2013/11/23,1.3469,4.993,3.9395,4.7988,6.1602,6.3682,4.7121,4.2207,4.27,4.4,89109018,48882131,88464354,644664,6482889,42399242,-2.458,0.7681,-0.3453,0.3467,-0.2946,0.0541,0.0134,0,0.0136,0.0058
2013/11/24,1.3467,5.013,3.9254,4.7847,6.252,6.3254,4.7126,4.2207,4.27,4.4,102394991,85555947,101754797,640194,7319621,78236326,-2.4851,0.7614,-0.3008,0.3621,-0.3711,0.0876,0.002,-0.0024,0.005,0.0048
2013/11/25,1.361,5.035,3.847,4.74,6.165,6.378,4.7132,4.2207,4.27,4.4,147143602,70113127,146505434,638168,23796084,46317043,-2.4188,0.7035,-0.3912,0.3918,-0.3255,0.1013,-0.0048,0.0123,0.0103,0.0007
2013/11/26,1.3774,5.057,3.746,4.6775,5.95,6.582,4.7156,4.2207,4.27,4.4,258037702,65802983,257385328,652374,16533187,49269796,-2.3424,0.6079,-0.6116,0.4412,-0.1257,0.0636,0.0056,0.0236,0.0041,0.0042
2013/11/27,1.3755,5.079,3.764,4.663,5.968,6.704,4.7211,4.2207,4.27,4.4,134774128,86129498,134089685,684443,13441519,72687979,-2.4154,0.5804,-0.6843,0.4851,-0.11,0.031,0.0105,0.0064,0.0012,0
2013/11/28,1.3862,5.102,3.746,4.823,6.295,6.555,4.7181,4.2207,4.27,4.4,139760425,61453591,139046863,713562,12326030,49127561,-2.6133,0.6118,-0.4611,0.484,-0.2829,0.2119,-0.0297,0.0134,0.0029,0.0053
2013/11/29,1.3879,5.123,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4,122536344,123982166,121810671,725673,12980677,111001489,-2.297,0.5851,-0.4773,0.3784,-0.3128,0.1567,-0.0362,0.0182,0.0023,0.006
2013/11/30,1.3878,5.145,3.7332,4.5411,5.8842,6.2645,4.7223,4.221,4.27,4.4,116865492,119660311,116137403,728089,10367540,109292771,-2.082,0.5672,-0.5212,0.3126,-0.3156,0.0758,-0.0369,0.0121,0.0028,0.0026
2013/12/1,1.3876,5.168,3.7491,4.5302,5.8788,6.2422,4.7184,4.2212,4.27,4.4,137889992,94632233,137174775,715217,20461768,74170465,-2.0727,0.5597,-0.5122,0.2931,-0.342,0.0658,-0.0416,0.0118,0.0044,0.0054
2013/12/2,1.3882,5.182,3.748,4.571,5.93,6.263,4.7197,4.2207,4.27,4.4,345313258,128465086,344606438,706820,31233938,97231148,-2.1341,0.5525,-0.5053,0.2979,-0.3514,0.0865,-0.0513,-0.0022,0.005,0.0046
2013/12/3,1.399,5.194,3.725,4.6,5.913,6.28,4.7365,4.2216,4.2701,4.4,268666856,101662045,267952466,714390,25720023,75942022,-2.1457,0.5307,-0.5099,0.2826,-0.3132,0.1091,-0.0445,0.0134,0.0033,0.002
2013/12/4,1.3982,5.207,3.7235,4.577,5.75,6.235,4.7778,4.232,4.2706,4.4,219456372,69981329,218681591,774781,15845867,54135462,-2.0193,0.4823,-0.5314,0.2066,-0.2525,0.066,-0.0141,0.0044,0.0076,0.0098
2013/12/5,1.4025,5.216,3.703,4.558,5.509,6.08,4.885,4.2432,4.2707,4.4,190825287,118256819,190022709,802578,13825962,104430857,-1.7837,0.4242,-0.4988,0.0507,-0.1941,0.0391,0.0664,0.0076,0.0052,0.0104
2013/12/6,1.3848,5.214,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405,152197159,82625571,151391317,805842,10624967,72000604,-1.268,0.3284,-0.2913,-0.3369,-0.1271,0.0159,0.2858,-0.0158,-0.0074,0.0097
2013/12/7,1.3815,5.211,3.6922,4.5323,4.8624,5.3898,5.2853,4.2616,4.2821,4.4141,138882605,71916047,138063886,818719,14079254,57836793,-1.0388,0.2827,-0.2093,-0.487,-0.0975,0.0015,0.3753,-0.018,-0.0237,0.0045
2013/12/8,1.3809,5.207,3.6668,4.5074,4.8793,5.4297,5.2641,4.2843,4.3051,4.4328,124886903,76314292,124072382,814521,19207555,57106737,-1.038,0.262,-0.2179,-0.4229,-0.0909,-0.0003,0.3526,-0.0118,-0.015,0.012
2013/12/9,1.4227,5.226,3.62,4.485,4.882,5.45,5.2581,4.3302,4.3553,4.4689,174652812,133355299,173818023,834789,20902701,112452598,-1.026,0.1962,-0.2105,-0.3667,-0.0745,-0.0067,0.3176,0.0259,-0.0119,0.0023
2013/12/10,1.4271,5.241,3.558,4.444,4.72,5.296,5.338,4.3995,4.4319,4.5237,179471612,147147341,178632183,839429,15768961,131378380,-0.8067,0.0857,-0.1045,-0.4177,-0.0345,-0.0256,0.3425,0.0254,-0.0207,-0.0044
2013/12/11,1.42,5.253,3.51,4.329,4.55,5.238,5.332,4.4612,4.4969,4.5771,239916977,110314592,239051211,865766,16209163,94105429,-0.5906,0.0055,-0.1214,-0.3993,0.011,-0.0993,0.316,0.0098,-0.0149,-0.0122
2013/12/12,1.4663,5.288,3.46,4.305,4.51,5.4155,5.3222,4.5197,4.5547,4.6247,140360007,92090275,139456440,903567,44454483,47635792,-0.6372,-0.1017,-0.2059,-0.289,0.11,-0.1545,0.2752,0.0478,-0.0085,-0.0113
2013/12/13,1.4527,5.325,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657,164672690,90778214,163756758,915932,31197293,59580921,-0.572,-0.1869,-0.1976,-0.293,0.1883,-0.1919,0.2625,0.0261,-0.0047,-0.0085
2013/12/14,1.4493,5.363,3.4264,4.3831,4.3355,5.2962,5.3354,4.5974,4.6309,4.6845,129045596,52234651,128124144,921452,15765191,36469460,-0.4999,-0.2141,-0.0966,-0.406,0.2169,-0.168,0.216,0.0187,-0.0146,-0.006
2013/12/15,1.4491,5.4,3.4341,4.4555,4.3274,5.2619,5.3284,4.6046,4.6388,4.6914,205882387,54757146,204965245,917142,18057269,36699877,-0.5218,-0.2415,-0.0498,-0.4641,0.2386,-0.1541,0.1902,0.0092,-0.0066,-0.0051
2013/12/16,1.4771,5.43,3.447,4.358,4.389,5.557,5.331,4.6207,4.6553,4.7045,196489931,156157326,195558740,931191,32671212,123486114,-0.6711,-0.3123,-0.2352,-0.2868,0.2671,-0.248,0.2028,0.0292,-0.0082,-0.0115
2013/12/17,1.4532,5.444,3.47,4.459,4.552,6.235,5.3537,4.6608,4.6957,4.7335,193980797,116537843,193053100,927697,12025370,104512473,-1.1602,-0.4129,-0.5073,0.0296,0.5039,-0.3468,0.2485,-0.0065,-0.002,-0.0139
